--------------------- capital-common-countries.txt---------------------

--------------------- capital-world.txt---------------------
Bamako Mali (Havana)? : Cuba

./models/inpsmt_e15_d100t100.bin
[                    currency.txt ] Correct: 0	 	 Total: 866 	 Soft10 Acc: 0
[                      family.txt ] Correct: 98	 Total: 506 	 Soft10 Acc: 0.1937
[    capital-common-countries.txt ] Correct: 0	 	 Total: 506 	 Soft10 Acc: 0
[               city-in-state.txt ] Correct: 3	 	 Total: 2467 	 Soft10 Acc: 0.001216
[ gram6-nationality-adjective.txt ] Correct: 99	 Total: 1599 	 Soft10 Acc: 0.06191
[    gram1-adjective-to-averb.txt ] Correct: 503	 Total: 992 	 Soft10 Acc: 0.5071
[           gram4-superlative.txt ] Correct: 75	 Total: 1122 	 Soft10 Acc: 0.06684
[              gram2-opposite.txt ] Correct: 489	 Total: 812 	 Soft10 Acc: 0.6022
[                gram8-plural.txt ] Correct: 964	 Total: 1332 	 Soft10 Acc: 0.7237
[    gram5-present-participle.txt ] Correct: 628	 Total: 1056 	 Soft10 Acc: 0.5947
[           gram3-comparative.txt ] Correct: 552	 Total: 1332 	 Soft10 Acc: 0.4144
[            gram7-past-tense.txt ] Correct: 588	 Total: 1560 	 Soft10 Acc: 0.3769
[               capital-world.txt ] Correct: 30	 Total: 4524 	 Soft10 Acc: 0.006631
[          gram9-plural-verbs.txt ] Correct: 533	 Total: 870 	 Soft10 Acc: 0.6126

